state	stage	genotype	event_count	N_v	L_v
metastatic::APC+ARID1A+BRAF+PIK3CA+TCF7L2+TGFBR2	metastatic	APC+ARID1A+BRAF+PIK3CA+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+PTEN+RNF43+TCF7L2	metastatic	APC+ARID1A+BRAF+PTEN+RNF43+TCF7L2	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+PTEN+SOX9	metastatic	APC+ARID1A+BRAF+PTEN+SOX9	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+PTEN+TCF7L2+TP53	metastatic	APC+ARID1A+BRAF+PTEN+TCF7L2+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+PTEN+TGFBR2+TP53	metastatic	APC+ARID1A+BRAF+PTEN+TGFBR2+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+RNF43	metastatic	APC+ARID1A+BRAF+RNF43	4	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+RNF43+SOX9+TCF7L2+TGFBR2+TP53	metastatic	APC+ARID1A+BRAF+RNF43+SOX9+TCF7L2+TGFBR2+TP53	8	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+RNF43+TCF7L2	metastatic	APC+ARID1A+BRAF+RNF43+TCF7L2	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+RNF43+TCF7L2+TGFBR2+TP53	metastatic	APC+ARID1A+BRAF+RNF43+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+RNF43+TP53	metastatic	APC+ARID1A+BRAF+RNF43+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+SOX9+TP53	metastatic	APC+ARID1A+BRAF+SOX9+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+BRAF+TCF7L2+TP53	metastatic	APC+ARID1A+BRAF+TCF7L2+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+FBXW7+KRAS+PTEN+RNF43+SOX9	metastatic	APC+ARID1A+CTNNB1+FBXW7+KRAS+PTEN+RNF43+SOX9	8	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+FBXW7+NRAS+PIK3CA+PTEN+SMAD4+SOX9+TCF7L2	metastatic	APC+ARID1A+CTNNB1+FBXW7+NRAS+PIK3CA+PTEN+SMAD4+SOX9+TCF7L2	10	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+FBXW7+PIK3CA+RNF43+SOX9	metastatic	APC+ARID1A+CTNNB1+FBXW7+PIK3CA+RNF43+SOX9	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+FBXW7+PIK3CA+RNF43+SOX9+TCF7L2+TP53	metastatic	APC+ARID1A+CTNNB1+FBXW7+PIK3CA+RNF43+SOX9+TCF7L2+TP53	9	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+FBXW7+SOX9+TP53	metastatic	APC+ARID1A+CTNNB1+FBXW7+SOX9+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+KRAS	metastatic	APC+ARID1A+CTNNB1+KRAS	4	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+KRAS+PIK3CA+TCF7L2	metastatic	APC+ARID1A+CTNNB1+KRAS+PIK3CA+TCF7L2	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+KRAS+PTEN+TGFBR2+TP53	metastatic	APC+ARID1A+CTNNB1+KRAS+PTEN+TGFBR2+TP53	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+KRAS+RNF43+SMAD4+SOX9+TGFBR2+TP53	metastatic	APC+ARID1A+CTNNB1+KRAS+RNF43+SMAD4+SOX9+TGFBR2+TP53	9	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+KRAS+RNF43+TCF7L2	metastatic	APC+ARID1A+CTNNB1+KRAS+RNF43+TCF7L2	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+KRAS+RNF43+TCF7L2+TGFBR2	metastatic	APC+ARID1A+CTNNB1+KRAS+RNF43+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+KRAS+SMAD4+TP53	metastatic	APC+ARID1A+CTNNB1+KRAS+SMAD4+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+NRAS+PIK3CA+SOX9+TCF7L2	metastatic	APC+ARID1A+CTNNB1+NRAS+PIK3CA+SOX9+TCF7L2	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+PIK3CA+PTEN+TCF7L2	metastatic	APC+ARID1A+CTNNB1+PIK3CA+PTEN+TCF7L2	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+PTEN+TCF7L2+TGFBR2	metastatic	APC+ARID1A+CTNNB1+PTEN+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+RNF43+SOX9	metastatic	APC+ARID1A+CTNNB1+RNF43+SOX9	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+CTNNB1+TP53	metastatic	APC+ARID1A+CTNNB1+TP53	4	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+SMAD4	metastatic	APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+SMAD4	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+SMAD4+TP53	metastatic	APC+ARID1A+FBXW7+KRAS+PIK3CA+PTEN+SMAD4+TP53	8	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+KRAS+PIK3CA+SOX9	metastatic	APC+ARID1A+FBXW7+KRAS+PIK3CA+SOX9	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+KRAS+PIK3CA+TCF7L2+TP53	metastatic	APC+ARID1A+FBXW7+KRAS+PIK3CA+TCF7L2+TP53	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+KRAS+PIK3CA+TP53	metastatic	APC+ARID1A+FBXW7+KRAS+PIK3CA+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+KRAS+RNF43+SMAD4+SOX9	metastatic	APC+ARID1A+FBXW7+KRAS+RNF43+SMAD4+SOX9	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+NRAS+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2+TP53	metastatic	APC+ARID1A+FBXW7+NRAS+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2+TP53	10	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+NRAS+TP53	metastatic	APC+ARID1A+FBXW7+NRAS+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+PIK3CA+SOX9	metastatic	APC+ARID1A+FBXW7+PIK3CA+SOX9	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+RNF43	metastatic	APC+ARID1A+FBXW7+RNF43	4	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+RNF43+SMAD4	metastatic	APC+ARID1A+FBXW7+RNF43+SMAD4	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+RNF43+TP53	metastatic	APC+ARID1A+FBXW7+RNF43+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+FBXW7+SOX9+TP53	metastatic	APC+ARID1A+FBXW7+SOX9+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+NRAS+RNF43+TP53	metastatic	APC+ARID1A+KRAS+NRAS+RNF43+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+PIK3CA+PTEN+RNF43+TP53	metastatic	APC+ARID1A+KRAS+PIK3CA+PTEN+RNF43+TP53	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+PIK3CA+RNF43+SOX9+TP53	metastatic	APC+ARID1A+KRAS+PIK3CA+RNF43+SOX9+TP53	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+PIK3CA+SMAD4+TP53	metastatic	APC+ARID1A+KRAS+PIK3CA+SMAD4+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+PIK3CA+SOX9+TCF7L2+TGFBR2+TP53	metastatic	APC+ARID1A+KRAS+PIK3CA+SOX9+TCF7L2+TGFBR2+TP53	8	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+PIK3CA+TCF7L2+TGFBR2+TP53	metastatic	APC+ARID1A+KRAS+PIK3CA+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+PTEN+SMAD4+TP53	metastatic	APC+ARID1A+KRAS+PTEN+SMAD4+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+PTEN+TP53	metastatic	APC+ARID1A+KRAS+PTEN+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+RNF43+SMAD4	metastatic	APC+ARID1A+KRAS+RNF43+SMAD4	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+SMAD4+SOX9+TP53	metastatic	APC+ARID1A+KRAS+SMAD4+SOX9+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+SMAD4+TCF7L2+TP53	metastatic	APC+ARID1A+KRAS+SMAD4+TCF7L2+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+SOX9	metastatic	APC+ARID1A+KRAS+SOX9	4	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+SOX9+TCF7L2	metastatic	APC+ARID1A+KRAS+SOX9+TCF7L2	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+SOX9+TP53	metastatic	APC+ARID1A+KRAS+SOX9+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+KRAS+TCF7L2+TGFBR2	metastatic	APC+ARID1A+KRAS+TCF7L2+TGFBR2	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+NRAS	metastatic	APC+ARID1A+NRAS	3	1	7.878358150161507e-05
metastatic::APC+ARID1A+NRAS+PIK3CA	metastatic	APC+ARID1A+NRAS+PIK3CA	4	1	7.878358150161507e-05
metastatic::APC+ARID1A+NRAS+PIK3CA+RNF43+SOX9	metastatic	APC+ARID1A+NRAS+PIK3CA+RNF43+SOX9	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+NRAS+SMAD4+TP53	metastatic	APC+ARID1A+NRAS+SMAD4+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+NRAS+TCF7L2+TP53	metastatic	APC+ARID1A+NRAS+TCF7L2+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+NRAS+TP53	metastatic	APC+ARID1A+NRAS+TP53	4	1	7.878358150161507e-05
metastatic::APC+ARID1A+PIK3CA+PTEN+TP53	metastatic	APC+ARID1A+PIK3CA+PTEN+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+PIK3CA+RNF43+TCF7L2+TGFBR2	metastatic	APC+ARID1A+PIK3CA+RNF43+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+PIK3CA+SMAD4+SOX9+TP53	metastatic	APC+ARID1A+PIK3CA+SMAD4+SOX9+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+PIK3CA+TGFBR2+TP53	metastatic	APC+ARID1A+PIK3CA+TGFBR2+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+RNF43+SMAD4+TP53	metastatic	APC+ARID1A+RNF43+SMAD4+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+SMAD4+SOX9+TCF7L2+TP53	metastatic	APC+ARID1A+SMAD4+SOX9+TCF7L2+TP53	6	1	7.878358150161507e-05
metastatic::APC+ARID1A+SMAD4+TCF7L2+TP53	metastatic	APC+ARID1A+SMAD4+TCF7L2+TP53	5	1	7.878358150161507e-05
metastatic::APC+ARID1A+SOX9	metastatic	APC+ARID1A+SOX9	3	1	7.878358150161507e-05
metastatic::APC+ARID1A+TCF7L2	metastatic	APC+ARID1A+TCF7L2	3	1	7.878358150161507e-05
metastatic::APC+BRAF+CTNNB1	metastatic	APC+BRAF+CTNNB1	3	1	7.878358150161507e-05
metastatic::APC+BRAF+CTNNB1+FBXW7+PIK3CA+RNF43+SOX9+TP53	metastatic	APC+BRAF+CTNNB1+FBXW7+PIK3CA+RNF43+SOX9+TP53	8	1	7.878358150161507e-05
metastatic::APC+BRAF+CTNNB1+FBXW7+PIK3CA+RNF43+TCF7L2+TGFBR2	metastatic	APC+BRAF+CTNNB1+FBXW7+PIK3CA+RNF43+TCF7L2+TGFBR2	8	1	7.878358150161507e-05
metastatic::APC+BRAF+CTNNB1+FBXW7+PTEN+SOX9+TP53	metastatic	APC+BRAF+CTNNB1+FBXW7+PTEN+SOX9+TP53	7	1	7.878358150161507e-05
metastatic::APC+BRAF+CTNNB1+SMAD4+TP53	metastatic	APC+BRAF+CTNNB1+SMAD4+TP53	5	1	7.878358150161507e-05
metastatic::APC+BRAF+FBXW7+KRAS+PIK3CA+PTEN	metastatic	APC+BRAF+FBXW7+KRAS+PIK3CA+PTEN	6	1	7.878358150161507e-05
metastatic::APC+BRAF+FBXW7+KRAS+TP53	metastatic	APC+BRAF+FBXW7+KRAS+TP53	5	1	7.878358150161507e-05
metastatic::APC+BRAF+FBXW7+PIK3CA+SMAD4	metastatic	APC+BRAF+FBXW7+PIK3CA+SMAD4	5	1	7.878358150161507e-05
metastatic::APC+BRAF+FBXW7+PIK3CA+SMAD4+TP53	metastatic	APC+BRAF+FBXW7+PIK3CA+SMAD4+TP53	6	1	7.878358150161507e-05
metastatic::APC+BRAF+FBXW7+PTEN+TP53	metastatic	APC+BRAF+FBXW7+PTEN+TP53	5	1	7.878358150161507e-05
metastatic::APC+BRAF+FBXW7+RNF43	metastatic	APC+BRAF+FBXW7+RNF43	4	1	7.878358150161507e-05
metastatic::APC+BRAF+FBXW7+RNF43+SMAD4	metastatic	APC+BRAF+FBXW7+RNF43+SMAD4	5	1	7.878358150161507e-05
metastatic::APC+BRAF+KRAS+NRAS+PIK3CA	metastatic	APC+BRAF+KRAS+NRAS+PIK3CA	5	1	7.878358150161507e-05
metastatic::APC+BRAF+KRAS+PIK3CA	metastatic	APC+BRAF+KRAS+PIK3CA	4	1	7.878358150161507e-05
metastatic::APC+BRAF+KRAS+PIK3CA+SMAD4	metastatic	APC+BRAF+KRAS+PIK3CA+SMAD4	5	1	7.878358150161507e-05
metastatic::APC+BRAF+KRAS+PIK3CA+SOX9+TGFBR2	metastatic	APC+BRAF+KRAS+PIK3CA+SOX9+TGFBR2	6	1	7.878358150161507e-05
metastatic::APC+BRAF+KRAS+PIK3CA+SOX9+TP53	metastatic	APC+BRAF+KRAS+PIK3CA+SOX9+TP53	6	1	7.878358150161507e-05
metastatic::APC+BRAF+KRAS+PTEN+SMAD4	metastatic	APC+BRAF+KRAS+PTEN+SMAD4	5	1	7.878358150161507e-05
metastatic::APC+BRAF+KRAS+PTEN+TP53	metastatic	APC+BRAF+KRAS+PTEN+TP53	5	1	7.878358150161507e-05
metastatic::APC+BRAF+KRAS+SMAD4	metastatic	APC+BRAF+KRAS+SMAD4	4	1	7.878358150161507e-05
metastatic::APC+BRAF+KRAS+TCF7L2	metastatic	APC+BRAF+KRAS+TCF7L2	4	1	7.878358150161507e-05
metastatic::APC+BRAF+NRAS	metastatic	APC+BRAF+NRAS	3	1	7.878358150161507e-05
metastatic::APC+BRAF+NRAS+PIK3CA+TP53	metastatic	APC+BRAF+NRAS+PIK3CA+TP53	5	1	7.878358150161507e-05
metastatic::APC+BRAF+NRAS+RNF43+TGFBR2+TP53	metastatic	APC+BRAF+NRAS+RNF43+TGFBR2+TP53	6	1	7.878358150161507e-05
metastatic::APC+BRAF+NRAS+SMAD4	metastatic	APC+BRAF+NRAS+SMAD4	4	1	7.878358150161507e-05
metastatic::APC+BRAF+NRAS+SOX9	metastatic	APC+BRAF+NRAS+SOX9	4	1	7.878358150161507e-05
metastatic::APC+BRAF+NRAS+TCF7L2	metastatic	APC+BRAF+NRAS+TCF7L2	4	1	7.878358150161507e-05
metastatic::APC+BRAF+PIK3CA	metastatic	APC+BRAF+PIK3CA	3	1	7.878358150161507e-05
metastatic::APC+BRAF+PIK3CA+PTEN	metastatic	APC+BRAF+PIK3CA+PTEN	4	1	7.878358150161507e-05
metastatic::APC+BRAF+PIK3CA+PTEN+SOX9+TGFBR2	metastatic	APC+BRAF+PIK3CA+PTEN+SOX9+TGFBR2	6	1	7.878358150161507e-05
metastatic::APC+BRAF+PIK3CA+PTEN+TP53	metastatic	APC+BRAF+PIK3CA+PTEN+TP53	5	1	7.878358150161507e-05
metastatic::APC+BRAF+PIK3CA+RNF43+TP53	metastatic	APC+BRAF+PIK3CA+RNF43+TP53	5	1	7.878358150161507e-05
metastatic::APC+BRAF+PIK3CA+SMAD4+TP53	metastatic	APC+BRAF+PIK3CA+SMAD4+TP53	5	1	7.878358150161507e-05
metastatic::APC+BRAF+PIK3CA+SOX9	metastatic	APC+BRAF+PIK3CA+SOX9	4	1	7.878358150161507e-05
metastatic::APC+BRAF+PIK3CA+TCF7L2	metastatic	APC+BRAF+PIK3CA+TCF7L2	4	1	7.878358150161507e-05
metastatic::APC+BRAF+PTEN+SMAD4+TP53	metastatic	APC+BRAF+PTEN+SMAD4+TP53	5	1	7.878358150161507e-05
metastatic::APC+BRAF+PTEN+TGFBR2	metastatic	APC+BRAF+PTEN+TGFBR2	4	1	7.878358150161507e-05
metastatic::APC+BRAF+SMAD4	metastatic	APC+BRAF+SMAD4	3	1	7.878358150161507e-05
metastatic::APC+BRAF+SMAD4+SOX9+TP53	metastatic	APC+BRAF+SMAD4+SOX9+TP53	5	1	7.878358150161507e-05
metastatic::APC+BRAF+SOX9+TGFBR2	metastatic	APC+BRAF+SOX9+TGFBR2	4	1	7.878358150161507e-05
metastatic::APC+BRAF+TCF7L2	metastatic	APC+BRAF+TCF7L2	3	1	7.878358150161507e-05
metastatic::APC+CTNNB1	metastatic	APC+CTNNB1	2	1	7.878358150161507e-05
metastatic::APC+CTNNB1+FBXW7+KRAS+SOX9+TP53	metastatic	APC+CTNNB1+FBXW7+KRAS+SOX9+TP53	6	1	7.878358150161507e-05
metastatic::APC+CTNNB1+FBXW7+KRAS+TP53	metastatic	APC+CTNNB1+FBXW7+KRAS+TP53	5	1	7.878358150161507e-05
metastatic::APC+CTNNB1+KRAS+PIK3CA+TCF7L2	metastatic	APC+CTNNB1+KRAS+PIK3CA+TCF7L2	5	1	7.878358150161507e-05
metastatic::APC+CTNNB1+KRAS+PIK3CA+TCF7L2+TP53	metastatic	APC+CTNNB1+KRAS+PIK3CA+TCF7L2+TP53	6	1	7.878358150161507e-05
metastatic::APC+CTNNB1+KRAS+PIK3CA+TP53	metastatic	APC+CTNNB1+KRAS+PIK3CA+TP53	5	1	7.878358150161507e-05
metastatic::APC+CTNNB1+KRAS+PTEN+RNF43+TCF7L2	metastatic	APC+CTNNB1+KRAS+PTEN+RNF43+TCF7L2	6	1	7.878358150161507e-05
metastatic::APC+CTNNB1+KRAS+PTEN+TP53	metastatic	APC+CTNNB1+KRAS+PTEN+TP53	5	1	7.878358150161507e-05
metastatic::APC+CTNNB1+KRAS+SMAD4+SOX9+TP53	metastatic	APC+CTNNB1+KRAS+SMAD4+SOX9+TP53	6	1	7.878358150161507e-05
metastatic::APC+CTNNB1+KRAS+SOX9	metastatic	APC+CTNNB1+KRAS+SOX9	4	1	7.878358150161507e-05
metastatic::APC+CTNNB1+NRAS+SMAD4+TP53	metastatic	APC+CTNNB1+NRAS+SMAD4+TP53	5	1	7.878358150161507e-05
metastatic::APC+CTNNB1+SMAD4+TGFBR2+TP53	metastatic	APC+CTNNB1+SMAD4+TGFBR2+TP53	5	1	7.878358150161507e-05
metastatic::APC+CTNNB1+SMAD4+TP53	metastatic	APC+CTNNB1+SMAD4+TP53	4	1	7.878358150161507e-05
metastatic::APC+CTNNB1+SOX9+TP53	metastatic	APC+CTNNB1+SOX9+TP53	4	1	7.878358150161507e-05
metastatic::APC+FBXW7	metastatic	APC+FBXW7	2	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+PIK3CA+PTEN+SMAD4+TP53	metastatic	APC+FBXW7+KRAS+PIK3CA+PTEN+SMAD4+TP53	7	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+PIK3CA+SMAD4	metastatic	APC+FBXW7+KRAS+PIK3CA+SMAD4	5	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+PIK3CA+SMAD4+SOX9+TCF7L2	metastatic	APC+FBXW7+KRAS+PIK3CA+SMAD4+SOX9+TCF7L2	7	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+PIK3CA+SMAD4+TCF7L2	metastatic	APC+FBXW7+KRAS+PIK3CA+SMAD4+TCF7L2	6	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+PIK3CA+SMAD4+TCF7L2+TP53	metastatic	APC+FBXW7+KRAS+PIK3CA+SMAD4+TCF7L2+TP53	7	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+PIK3CA+SOX9+TGFBR2+TP53	metastatic	APC+FBXW7+KRAS+PIK3CA+SOX9+TGFBR2+TP53	7	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+PIK3CA+TGFBR2+TP53	metastatic	APC+FBXW7+KRAS+PIK3CA+TGFBR2+TP53	6	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+PTEN+SMAD4+TP53	metastatic	APC+FBXW7+KRAS+PTEN+SMAD4+TP53	6	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+PTEN+SOX9	metastatic	APC+FBXW7+KRAS+PTEN+SOX9	5	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+RNF43+SMAD4+TCF7L2	metastatic	APC+FBXW7+KRAS+RNF43+SMAD4+TCF7L2	6	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+RNF43+SOX9+TCF7L2	metastatic	APC+FBXW7+KRAS+RNF43+SOX9+TCF7L2	6	1	7.878358150161507e-05
metastatic::APC+FBXW7+KRAS+SOX9+TCF7L2+TP53	metastatic	APC+FBXW7+KRAS+SOX9+TCF7L2+TP53	6	1	7.878358150161507e-05
metastatic::APC+FBXW7+NRAS+PIK3CA+PTEN+SMAD4	metastatic	APC+FBXW7+NRAS+PIK3CA+PTEN+SMAD4	6	1	7.878358150161507e-05
metastatic::APC+FBXW7+NRAS+PIK3CA+SMAD4	metastatic	APC+FBXW7+NRAS+PIK3CA+SMAD4	5	1	7.878358150161507e-05
metastatic::APC+FBXW7+NRAS+TCF7L2+TP53	metastatic	APC+FBXW7+NRAS+TCF7L2+TP53	5	1	7.878358150161507e-05
metastatic::APC+FBXW7+PIK3CA	metastatic	APC+FBXW7+PIK3CA	3	1	7.878358150161507e-05
metastatic::APC+FBXW7+PIK3CA+PTEN+TP53	metastatic	APC+FBXW7+PIK3CA+PTEN+TP53	5	1	7.878358150161507e-05
metastatic::APC+FBXW7+RNF43+SMAD4+TP53	metastatic	APC+FBXW7+RNF43+SMAD4+TP53	5	1	7.878358150161507e-05
metastatic::APC+FBXW7+RNF43+TCF7L2	metastatic	APC+FBXW7+RNF43+TCF7L2	4	1	7.878358150161507e-05
metastatic::APC+FBXW7+RNF43+TP53	metastatic	APC+FBXW7+RNF43+TP53	4	1	7.878358150161507e-05
metastatic::APC+FBXW7+SMAD4+SOX9+TP53	metastatic	APC+FBXW7+SMAD4+SOX9+TP53	5	1	7.878358150161507e-05
metastatic::APC+FBXW7+TGFBR2+TP53	metastatic	APC+FBXW7+TGFBR2+TP53	4	1	7.878358150161507e-05
metastatic::APC+KRAS+NRAS+PIK3CA	metastatic	APC+KRAS+NRAS+PIK3CA	4	1	7.878358150161507e-05
metastatic::APC+KRAS+NRAS+PIK3CA+SMAD4+SOX9	metastatic	APC+KRAS+NRAS+PIK3CA+SMAD4+SOX9	6	1	7.878358150161507e-05
metastatic::APC+KRAS+NRAS+PIK3CA+TCF7L2+TP53	metastatic	APC+KRAS+NRAS+PIK3CA+TCF7L2+TP53	6	1	7.878358150161507e-05
metastatic::APC+KRAS+NRAS+PTEN+TP53	metastatic	APC+KRAS+NRAS+PTEN+TP53	5	1	7.878358150161507e-05
metastatic::APC+KRAS+NRAS+TP53	metastatic	APC+KRAS+NRAS+TP53	4	1	7.878358150161507e-05
metastatic::APC+KRAS+PIK3CA+PTEN+SMAD4+SOX9	metastatic	APC+KRAS+PIK3CA+PTEN+SMAD4+SOX9	6	1	7.878358150161507e-05
metastatic::APC+KRAS+PIK3CA+PTEN+SMAD4+TP53	metastatic	APC+KRAS+PIK3CA+PTEN+SMAD4+TP53	6	1	7.878358150161507e-05
metastatic::APC+KRAS+PIK3CA+SMAD4+SOX9+TGFBR2	metastatic	APC+KRAS+PIK3CA+SMAD4+SOX9+TGFBR2	6	1	7.878358150161507e-05
metastatic::APC+KRAS+PIK3CA+SMAD4+TGFBR2	metastatic	APC+KRAS+PIK3CA+SMAD4+TGFBR2	5	1	7.878358150161507e-05
metastatic::APC+KRAS+PIK3CA+SOX9+TCF7L2+TP53	metastatic	APC+KRAS+PIK3CA+SOX9+TCF7L2+TP53	6	1	7.878358150161507e-05
metastatic::APC+KRAS+PIK3CA+SOX9+TGFBR2	metastatic	APC+KRAS+PIK3CA+SOX9+TGFBR2	5	1	7.878358150161507e-05
metastatic::APC+KRAS+PTEN+SMAD4	metastatic	APC+KRAS+PTEN+SMAD4	4	1	7.878358150161507e-05
metastatic::APC+KRAS+PTEN+SMAD4+TCF7L2	metastatic	APC+KRAS+PTEN+SMAD4+TCF7L2	5	1	7.878358150161507e-05
metastatic::APC+KRAS+PTEN+SOX9	metastatic	APC+KRAS+PTEN+SOX9	4	1	7.878358150161507e-05
metastatic::APC+KRAS+RNF43+SMAD4	metastatic	APC+KRAS+RNF43+SMAD4	4	1	7.878358150161507e-05
metastatic::APC+KRAS+RNF43+SOX9	metastatic	APC+KRAS+RNF43+SOX9	4	1	7.878358150161507e-05
metastatic::APC+KRAS+RNF43+SOX9+TCF7L2+TP53	metastatic	APC+KRAS+RNF43+SOX9+TCF7L2+TP53	6	1	7.878358150161507e-05
metastatic::APC+KRAS+RNF43+SOX9+TP53	metastatic	APC+KRAS+RNF43+SOX9+TP53	5	1	7.878358150161507e-05
metastatic::APC+KRAS+SMAD4+SOX9+TCF7L2+TP53	metastatic	APC+KRAS+SMAD4+SOX9+TCF7L2+TP53	6	1	7.878358150161507e-05
metastatic::APC+KRAS+SMAD4+TGFBR2	metastatic	APC+KRAS+SMAD4+TGFBR2	4	1	7.878358150161507e-05
metastatic::APC+NRAS+PIK3CA+SMAD4+SOX9	metastatic	APC+NRAS+PIK3CA+SMAD4+SOX9	5	1	7.878358150161507e-05
metastatic::APC+NRAS+PIK3CA+SMAD4+SOX9+TCF7L2+TP53	metastatic	APC+NRAS+PIK3CA+SMAD4+SOX9+TCF7L2+TP53	7	1	7.878358150161507e-05
metastatic::APC+NRAS+PIK3CA+SOX9	metastatic	APC+NRAS+PIK3CA+SOX9	4	1	7.878358150161507e-05
metastatic::APC+NRAS+PTEN	metastatic	APC+NRAS+PTEN	3	1	7.878358150161507e-05
metastatic::APC+NRAS+PTEN+SMAD4+TP53	metastatic	APC+NRAS+PTEN+SMAD4+TP53	5	1	7.878358150161507e-05
